1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	0
9	7
10	8
11	9
12	2
13	8
14	10
15	11
16	12
17	4
18	8
19	8
20	13
21	3
22	5
23	3
24	14
25	0
26	15
27	16
28	3
29	3
30	17
31	6
32	18
33	19
34	20
35	21
36	13
37	2
38	19
39	17
40	10
41	0
42	2
43	17
44	20
45	17
46	22
47	9
48	13
49	23
50	3
51	15
52	24
53	21
54	13
55	10
56	25
57	9
58	8
59	26
60	1
61	25
62	15
63	13
64	2
65	16
66	17
67	23
68	2
69	18
70	7
71	10
72	16
73	7
74	17
75	17
76	16
77	25
78	6
79	23
80	20
81	25
82	19
83	14
84	21
85	17
86	13
87	14
88	27
89	19
90	27
91	2
92	19
93	2
94	19
95	26
96	28
97	11
98	26
99	12
100	17
101	1
102	24
103	3
104	26
105	0
106	18
107	12
108	26
109	26
110	24
111	13
112	25
113	17
114	25
115	26
116	16
117	6
118	8
119	28
120	5
121	12
122	25
123	25
124	3
125	17
126	20
127	3
128	2
129	23
130	24
131	2
132	3
133	16
134	24
135	0
136	6
137	17
138	12
139	26
140	21
141	24
142	4
143	9
144	25
145	1
146	13
147	28
148	26
149	11
150	21
151	3
152	24
153	20
154	18
155	25
156	28
157	24
158	6
159	10
160	16
161	5
162	5
163	14
164	16
165	26
166	10
167	28
168	19
169	9
170	20
171	21
172	28
173	1
174	17
175	24
176	21
177	21
178	26
179	17
180	23
181	10
182	1
183	25
184	3
185	16
186	17
187	11
188	21
189	8
190	14
191	1
192	11
193	3
194	1
195	0
196	14
197	2
198	19
199	26
200	4
201	1
202	3
203	8
204	25
205	8
206	17
207	23
208	1
209	15
210	15
211	10
212	6
213	1
214	25
215	26
216	7
217	17
218	15
219	17
220	18
221	22
222	4
223	23
224	17
225	9
226	22
227	7
228	26
229	26
230	18
231	25
232	26
233	22
234	14
235	6
236	6
237	25
238	14
239	12
240	17
241	1
242	10
243	25
244	25
245	26
246	10
247	16
248	26
249	26
250	23
251	20
252	16
253	13
254	18
255	19
256	15
257	16
258	1
259	7
260	13
261	3
262	23
263	13
264	17
265	5
266	9
267	28
268	12
269	0
270	5
271	20
272	18
273	26
274	9
275	17
276	12
277	0
278	17
279	0
280	24
281	23
282	17
283	11
284	19
285	23
286	15
287	21
288	18
289	9
290	16
291	15
292	5
293	23
294	16
295	23
296	11
297	27
298	21
299	1
300	10
301	15
302	4
303	1
304	10
305	5
306	6
307	25
308	28
309	24
310	13
311	25
312	16
313	12
314	21
315	14
316	6
317	4
318	5
319	26
320	1
321	2
322	8
323	1
324	17
325	1
326	17
327	26
328	10
329	1
330	14
331	8
332	23
333	21
334	26
335	5
336	19
337	0
338	7
339	6
340	25
341	20
342	18
343	26
344	14
345	21
346	14
347	7
348	19
349	1
350	14
351	23
352	17
353	20
354	16
355	21
356	3
357	28
358	18
359	2
360	3
361	16
362	3
363	3
364	0
365	9
366	14
367	22
368	12
369	8
370	16
371	14
372	10
373	14
374	28
375	17
376	21
377	27
378	7
379	17
380	21
381	1
382	10
383	10
384	16
385	11
386	8
387	14
388	24
389	19
390	3
391	16
392	17
393	16
394	1
395	25
396	12
397	7
398	5
399	5
400	18
401	18
402	14
403	14
404	17
405	14
406	17
407	12
408	3
409	4
410	9
411	21
412	26
413	2
414	8
415	13
416	16
417	13
418	3
419	6
420	12
421	28
