1	21
2	21
3	22
4	8
5	25
6	0
7	1
8	1
9	14
10	27
11	30
12	16
13	16
14	29
15	19
16	7
17	8
18	29
19	16
20	12
21	23
22	22
23	5
24	25
25	22
26	30
27	13
28	24
29	17
30	5
31	1
32	10
33	5
34	30
35	7
36	29
37	28
38	8
39	16
40	28
41	17
42	11
43	0
44	20
45	19
46	7
47	5
48	11
49	19
50	29
51	11
52	12
53	7
54	6
55	30
56	7
57	2
58	19
59	5
60	7
61	25
62	7
63	22
64	2
65	22
66	3
67	9
68	6
69	11
70	30
71	8
72	3
73	8
74	7
75	6
76	13
77	5
78	25
79	11
80	14
81	5
82	12
83	24
84	28
85	23
86	7
87	22
88	25
89	11
90	2
91	7
92	23
93	13
94	7
95	24
96	11
97	8
98	11
99	7
100	18
101	1
102	29
103	22
104	8
105	11
106	5
107	10
108	10
109	28
110	27
111	1
112	23
113	10
114	22
115	24
116	6
117	2
118	8
119	23
120	9
121	2
122	2
123	1
124	5
125	4
126	5
127	16
128	14
129	25
130	3
131	16
132	19
133	18
134	11
135	11
136	14
137	29
138	17
139	21
140	9
141	11
142	4
143	2
144	29
145	5
146	24
147	20
148	0
149	27
150	31
151	16
152	31
153	25
154	24
155	17
156	28
157	2
158	14
159	5
160	2
161	12
162	1
163	17
164	0
165	14
166	26
167	11
168	12
169	22
170	19
171	1
172	22
173	7
174	21
175	18
176	27
177	30
178	8
179	3
180	4
181	17
182	31
183	16
184	30
185	25
186	10
187	4
188	16
189	20
190	22
191	25
192	10
193	7
194	10
195	13
196	21
197	25
198	4
199	0
200	26
201	15
202	31
203	7
204	17
205	22
206	15
207	8
208	23
209	7
210	10
211	7
212	8
213	7
214	27
215	12
216	10
217	24
218	16
219	13
220	5
221	31
222	27
223	22
224	5
225	14
226	31
227	12
228	4
229	28
230	16
231	1
232	2
233	16
234	3
235	2
236	15
237	12
238	18
239	3
240	9
241	15
242	4
243	8
244	20
245	30
246	20
247	26
248	16
249	29
250	7
251	27
252	26
253	13
254	1
255	27
256	2
257	16
258	7
259	3
260	9
261	3
262	9
263	0
264	9
265	20
266	26
267	18
268	1
269	24
270	13
271	21
272	15
273	0
274	23
275	1
276	16
277	12
278	5
279	23
280	7
281	29
282	13
283	24
284	25
285	2
286	4
287	2
288	21
289	10
290	20
291	28
292	16
293	20
294	10
295	5
296	7
297	7
298	18
299	1
300	20
301	5
302	3
303	29
304	5
305	17
306	20
307	3
308	14
309	7
310	20
311	27
312	7
313	6
314	0
315	28
316	18
317	20
318	15
319	5
320	29
321	5
322	24
323	4
324	3
325	12
326	10
327	9
328	1
329	29
330	16
331	25
332	31
333	13
334	31
335	17
336	2
337	23
338	9
339	5
340	20
341	6
342	30
343	2
344	17
345	20
346	3
347	29
348	9
349	16
350	11
351	16
352	28
353	20
354	20
355	18
356	20
357	16
358	12
359	29
360	16
361	14
362	6
363	12
364	2
365	30
366	24
367	2
368	5
369	13
370	2
371	22
372	25
373	29
374	1
375	18
376	31
377	0
378	20
379	5
380	22
381	29
382	21
383	9
384	29
385	7
386	20
387	14
388	10
389	7
390	22
391	15
392	11
393	0
394	19
395	2
396	26
397	20
398	8
399	9
400	7
401	17
402	3
403	8
404	8
405	1
406	3
407	7
408	10
409	21
410	10
411	19
412	18
413	4
414	14
415	6
416	20
417	16
418	21
419	15
420	16
421	25
422	0
423	17
424	9
425	2
426	10
427	12
428	4
429	12
430	20
431	2
432	9
433	5
434	30
435	2
436	20
437	13
438	30
439	26
440	13
441	25
442	26
443	7
444	7
445	23
446	19
447	16
448	12
449	17
450	20
451	29
452	31
453	13
454	10
455	11
456	13
457	27
458	22
459	19
460	1
461	21
462	26
463	20
464	2
465	8
466	6
467	4
468	2
469	4
470	17
471	28
472	2
473	29
474	26
475	15
476	7
477	3
478	6
479	9
480	24
481	29
482	25
483	12
484	5
485	23
486	26
487	26
488	28
489	3
490	22
491	30
492	11
493	9
494	28
495	18
496	12
497	17
498	15
499	22
500	3
501	5
502	15
503	25
504	21
505	29
506	14
507	21
508	27
509	12
510	15
511	20
512	28
513	15
514	10
515	29
516	28
517	25
518	11
519	3
520	6
521	7
522	24
523	16
524	3
525	29
526	27
527	31
528	14
529	9
530	8
531	16
532	5
533	24
534	21
535	23
536	17
537	30
538	5
539	29
540	25
541	25
542	16
543	6
544	12
545	9
546	7
547	12
548	19
549	5
550	25
551	12
552	11
553	24
554	17
555	4
556	29
557	1
558	1
559	23
560	4
561	3
562	3
563	26
564	2
565	29
566	16
567	10
568	30
569	25
570	10
571	19
572	21
573	19
574	27
575	30
576	14
577	24
578	29
579	19
580	28
581	13
582	2
583	27
584	12
585	5
586	7
587	4
588	7
589	3
590	8
591	5
592	28
593	25
594	23
595	16
596	24
597	19
598	14
599	29
600	18
601	9
602	6
603	16
604	11
605	30
606	4
607	26
608	12
609	0
610	11
611	7
612	0
613	11
614	14
615	26
616	2
617	4
618	1
619	11
620	1
621	30
622	3
623	15
624	14
625	20
626	12
627	23
628	8
629	13
630	29
631	14
632	10
633	4
634	10
635	16
636	6
637	5
638	5
639	12
640	2
641	29
642	20
643	10
644	11
645	21
646	17
647	2
648	31
649	22
650	9
651	29
652	15
653	19
654	14
655	26
656	8
657	29
658	2
659	20
660	18
661	16
662	8
663	0
664	21
665	0
666	12
667	7
668	2
669	2
670	14
671	24
672	29
673	7
674	29
675	10
676	8
677	3
678	7
679	7
680	21
681	18
682	3
683	6
684	23
685	6
686	5
687	26
688	19
689	8
690	30
691	17
692	21
693	5
694	23
695	27
696	28
697	15
698	24
699	0
700	11
701	3
702	3
703	21
704	22
705	3
706	10
707	26
708	2
709	16
710	12
711	23
712	10
713	14
714	18
715	22
716	10
717	2
718	11
719	10
720	24
721	14
722	30
723	28
724	17
725	16
726	29
727	19
728	18
729	6
730	31
731	29
732	10
733	20
734	3
735	31
736	9
737	28
738	5
739	3
740	26
741	23
742	4
743	20
744	5
745	27
746	5
747	11
748	3
749	18
750	7
751	20
752	19
753	30
754	15
755	17
756	2
757	8
758	11
759	12
760	18
761	22
762	18
763	6
764	14
765	9
766	30
767	4
768	4
769	9
770	11
771	19
772	16
773	6
774	0
775	0
776	13
777	15
778	26
779	12
780	23
781	29
782	4
783	7
784	22
785	20
786	27
787	28
788	26
789	22
790	9
791	13
792	20
793	7
794	18
795	0
796	23
797	5
798	5
799	10
800	28
801	6
802	19
803	6
804	15
805	26
806	2
807	0
808	6
809	15
810	1
811	27
812	12
813	15
814	14
815	30
816	30
817	17
818	24
819	26
820	15
821	1
822	1
823	31
824	16
825	8
826	3
827	13
828	12
829	20
830	23
831	2
832	4
833	25
834	10
835	22
836	29
837	11
838	12
839	4
840	27
841	7
842	9
843	29
844	4
845	2
846	9
847	22
