499	7	3.0
499	379	4.0
499	631	5.0
499	518	5.0
499	703	3.0
499	774	3.0
499	271	4.0
499	665	2.0
499	40	3.0
499	362	5.0
499	152	3.0
499	615	2.0
778	82	2.0
778	57	6.0
778	789	3.0
778	716	4.0
778	154	3.0
778	787	1.0
778	98	3.0
778	689	5.0
778	369	1.0
778	525	3.0
778	469	4.0
778	200	4.0
778	434	2.0
778	159	4.0
778	750	5.0
778	603	3.0
778	192	3.0
778	753	1.0
778	817	1.0
778	791	3.0
778	673	4.0
435	936	3.0
435	956	3.0
435	997	1.0
435	864	5.0
435	823	4.0
435	945	5.0
435	840	3.0
435	387	5.0
435	944	4.0
435	957	2.0
877	902	7.0
877	918	3.0
877	321	2.0
877	775	1.0
877	715	4.0
877	255	2.0
877	746	4.0
877	959	2.0
877	786	1.0
877	380	1.0
877	315	4.0
877	589	3.0
877	960	3.0
877	509	5.0
877	343	2.0
877	726	6.0
877	915	1.0
877	418	4.0
877	241	4.0
877	598	5.0
877	776	4.0
877	767	2.0
877	759	1.0
877	31	4.0
877	871	2.0
877	804	4.0
877	174	3.0
877	950	2.0
877	429	4.0
514	704	5.0
514	863	3.0
514	771	2.0
514	454	4.0
514	927	1.0
514	949	4.0
514	855	2.0
514	802	2.0
514	550	2.0
514	809	2.0
514	898	3.0
514	626	5.0
211	764	4.0
211	889	2.0
211	758	1.0
211	930	6.0
211	794	4.0
211	713	3.0
211	884	2.0
211	822	6.0
985	988	2.0
985	641	3.0
985	230	1.0
985	908	4.0
985	498	3.0
985	860	5.0
985	968	1.0
985	786	2.0
985	649	1.0
985	735	1.0
985	629	3.0
985	830	2.0
985	997	2.0
985	569	4.0
985	225	2.0
985	869	1.0
985	940	2.0
985	904	3.0
985	793	3.0
985	12	2.0
985	824	4.0
985	921	3.0
985	962	1.0
985	781	2.0
985	895	2.0
985	969	3.0
985	987	1.0
985	994	3.0
985	742	3.0
985	489	1.0
985	861	4.0
985	756	1.0
985	531	2.0
985	999	2.0
985	992	3.0
985	899	1.0
985	758	2.0
985	993	1.0
985	920	3.0
985	941	2.0
985	959	4.0
985	973	2.0
985	817	2.0
985	801	3.0
985	755	3.0
985	953	4.0
563	579	4.0
563	719	4.0
563	747	5.0
563	480	6.0
563	452	3.0
563	242	3.0
563	557	6.0
563	176	3.0
563	168	5.0
563	337	1.0
563	529	4.0
563	596	3.0
563	312	6.0
407	37	5.0
407	172	3.0
407	463	2.0
407	731	3.0
407	685	2.0
407	114	1.0
407	825	3.0
407	504	3.0
407	852	2.0
407	628	2.0
24	968	1.0
24	761	3.0
24	537	3.0
24	207	2.0
24	693	7.0
24	714	3.0
24	640	4.0
394	383	6.0
394	78	5.0
394	712	5.0
394	857	1.0
394	682	6.0
394	620	1.0
394	323	5.0
394	728	4.0
394	220	5.0
394	748	8.0
965	444	2.0
965	438	3.0
965	697	1.0
965	519	4.0
965	741	2.0
965	897	3.0
965	594	3.0
965	136	4.0
965	538	2.0
965	928	4.0
965	659	1.0
965	912	8.0
965	931	1.0
965	305	1.0
965	523	2.0
965	288	3.0
965	644	4.0
965	923	6.0
965	806	2.0
965	966	3.0
965	990	2.0
965	571	1.0
965	843	3.0
965	405	6.0
965	157	3.0
965	846	2.0
965	993	3.0
965	920	3.0
965	528	2.0
965	766	3.0
965	886	4.0
965	995	1.0
965	658	2.0
965	947	3.0
