619	604	1.0
619	455	1.0
619	993	1.0
619	917	1.0
619	996	1.0
619	902	2.0
619	350	1.0
619	852	12.0
619	808	2.0
619	351	1.0
619	982	12.0
619	552	5.0
619	926	4.0
236	943	2.0
236	981	7.0
236	961	13.0
236	509	1.0
236	888	17.0
236	970	6.0
236	964	9.0
236	978	13.0
236	96	3.0
236	973	14.0
509	608	1.0
509	759	1.0
509	953	8.0
509	429	4.0
509	363	1.0
509	639	5.0
509	686	1.0
509	547	8.0
509	551	12.0
509	607	1.0
509	932	8.0
274	860	1.0
274	930	1.0
274	880	1.0
274	713	2.0
274	830	1.0
274	594	3.0
274	627	2.0
274	903	2.0
274	956	3.0
274	940	1.0
275	1000	6.0
275	810	4.0
275	822	7.0
275	892	2.0
275	618	11.0
275	317	5.0
275	927	4.0
275	876	3.0
275	916	2.0
275	976	4.0
947	390	3.0
947	63	9.0
947	489	6.0
947	371	10.0
947	803	1.0
947	715	2.0
947	973	4.0
947	65	16.0
947	765	9.0
947	398	2.0
947	784	4.0
947	609	11.0
947	114	6.0
947	3	8.0
947	835	15.0
947	854	1.0
947	490	1.0
947	850	8.0
947	955	3.0
947	223	2.0
947	970	2.0
947	169	14.0
947	269	1.0
947	380	1.0
947	259	5.0
947	704	1.0
947	727	4.0
947	761	9.0
947	990	2.0
947	922	2.0
947	66	1.0
642	293	4.0
642	354	4.0
642	310	13.0
642	785	3.0
642	290	1.0
642	339	7.0
642	992	6.0
642	300	5.0
642	980	15.0
642	875	1.0
642	730	1.0
642	892	2.0
642	931	3.0
642	598	4.0
561	307	4.0
561	562	1.0
561	929	1.0
561	970	1.0
561	868	1.0
561	239	1.0
561	519	2.0
561	702	1.0
561	259	20.0
561	960	1.0
561	641	8.0
561	915	5.0
800	494	14.0
800	349	3.0
800	84	4.0
800	156	1.0
800	109	2.0
800	371	4.0
800	315	5.0
800	512	1.0
800	486	3.0
800	37	8.0
800	866	1.0
800	855	6.0
800	229	13.0
800	580	1.0
800	737	7.0
800	592	14.0
800	696	8.0
800	942	14.0
65	959	1.0
65	955	9.0
65	847	1.0
65	761	3.0
65	922	3.0
65	103	7.0
65	903	1.0
65	990	3.0
7	299	2.0
7	223	1.0
7	262	1.0
7	822	1.0
7	31	43.0
7	162	6.0
7	285	2.0
7	558	28.0
7	976	3.0
690	979	5.0
690	34	12.0
690	815	11.0
690	871	1.0
690	575	5.0
690	605	1.0
690	960	6.0
690	11	1.0
690	535	2.0
690	491	37.0
690	869	13.0
690	816	6.0
690	621	3.0
690	55	13.0
690	438	4.0
132	12	1.0
132	539	3.0
132	314	2.0
132	948	3.0
132	394	4.0
132	727	10.0
132	411	8.0
132	579	7.0
132	688	9.0
508	919	6.0
508	251	28.0
508	935	6.0
508	996	4.0
508	853	8.0
508	786	4.0
508	110	8.0
508	883	2.0
508	574	25.0
508	854	1.0
508	583	6.0
508	214	1.0
497	370	1.0
497	886	3.0
497	832	3.0
497	979	1.0
497	646	3.0
497	967	1.0
497	613	4.0
497	715	5.0
497	41	3.0
497	423	2.0
497	936	4.0
497	817	3.0
343	640	1.0
343	971	1.0
343	873	4.0
343	658	5.0
343	435	9.0
343	522	3.0
343	1	6.0
343	336	6.0
343	92	2.0
343	1000	2.0
310	23	9.0
310	189	5.0
310	980	5.0
310	659	2.0
310	992	3.0
310	933	2.0
310	986	9.0
310	846	3.0
310	625	1.0
485	994	1.0
485	930	2.0
485	167	3.0
485	119	2.0
485	988	3.0
485	445	1.0
485	940	3.0
485	741	23.0
485	880	4.0
485	796	6.0
485	594	8.0
485	14	4.0
914	270	2.0
914	993	2.0
914	740	2.0
914	755	1.0
914	951	14.0
914	15	4.0
914	462	3.0
914	728	3.0
914	615	5.0
914	912	3.0
914	754	2.0
914	805	3.0
914	687	2.0
914	893	3.0
914	819	3.0
914	607	2.0
914	923	1.0
914	705	1.0
914	487	2.0
914	707	4.0
914	486	1.0
914	442	8.0
914	266	9.0
914	439	3.0
914	965	2.0
774	199	5.0
774	43	13.0
774	609	8.0
774	422	2.0
774	699	3.0
774	377	1.0
774	263	11.0
774	986	17.0
774	393	2.0
774	483	2.0
774	807	8.0
774	775	2.0
774	74	3.0
774	294	11.0
774	857	6.0
774	6	21.0
774	795	5.0
774	2	1.0
334	648	7.0
334	860	2.0
334	934	1.0
334	895	4.0
334	294	3.0
334	975	4.0
334	749	1.0
334	735	7.0
334	881	3.0
334	823	5.0
50	651	1.0
50	672	4.0
50	924	2.0
50	428	2.0
50	137	1.0
50	303	1.0
50	630	22.0
50	996	2.0
50	836	5.0
574	513	1.0
574	919	11.0
574	222	8.0
574	907	3.0
574	935	10.0
574	695	2.0
574	786	11.0
574	110	18.0
574	678	5.0
574	840	18.0
574	965	2.0
574	745	30.0
646	370	5.0
646	906	9.0
646	424	1.0
646	163	3.0
646	967	1.0
646	554	23.0
646	10	2.0
646	495	2.0
646	936	18.0
646	138	10.0
646	588	2.0
646	305	6.0
646	932	3.0
557	460	10.0
557	810	11.0
557	328	1.0
557	500	18.0
557	578	3.0
557	101	2.0
557	171	3.0
557	976	9.0
557	362	3.0
557	420	2.0
557	916	10.0
557	31	14.0
172	847	4.0
172	25	8.0
172	516	2.0
172	761	3.0
172	997	2.0
172	233	2.0
172	922	5.0
172	380	9.0
172	990	1.0
779	759	4.0
779	496	4.0
779	956	2.0
779	639	6.0
779	427	3.0
779	483	6.0
779	112	7.0
779	215	2.0
779	227	3.0
779	402	5.0
779	869	5.0
779	396	5.0
779	666	11.0
779	551	4.0
779	988	3.0
779	529	4.0
779	52	4.0
779	932	2.0
820	206	13.0
820	513	4.0
820	328	4.0
820	813	5.0
820	777	8.0
820	970	8.0
820	992	6.0
820	257	1.0
820	964	6.0
820	446	3.0
820	973	15.0
820	961	1.0
820	510	2.0
820	981	15.0
820	888	6.0
820	53	3.0
820	754	17.0
820	243	1.0
820	804	2.0
288	504	1.0
288	692	8.0
288	949	2.0
288	703	2.0
288	908	7.0
288	1	2.0
288	56	1.0
288	186	1.0
288	2	6.0
288	392	1.0
724	344	1.0
724	890	2.0
724	906	21.0
724	155	1.0
724	755	3.0
724	930	1.0
724	691	10.0
724	468	2.0
724	157	1.0
724	967	3.0
724	305	6.0
724	936	2.0
724	817	1.0
724	614	1.0
724	536	4.0
724	163	34.0
809	888	11.0
809	513	3.0
809	278	3.0
809	777	20.0
809	970	1.0
809	964	3.0
809	995	2.0
809	652	3.0
809	697	3.0
809	961	6.0
809	510	6.0
809	981	4.0
809	623	9.0
809	973	8.0
809	358	10.0
809	791	3.0
809	804	7.0
809	978	1.0
809	656	1.0
943	357	2.0
943	232	18.0
943	658	3.0
943	367	4.0
943	520	3.0
943	668	1.0
943	806	2.0
943	564	1.0
943	863	5.0
943	336	5.0
943	986	16.0
943	845	12.0
943	490	1.0
943	669	10.0
943	971	14.0
943	1000	5.0
943	378	1.0
943	837	6.0
943	147	2.0
943	582	4.0
943	287	7.0
943	514	4.0
943	875	11.0
943	647	22.0
943	907	4.0
943	364	7.0
943	395	1.0
943	285	4.0
943	900	4.0
340	357	10.0
340	300	1.0
340	980	2.0
340	430	5.0
340	933	3.0
340	992	4.0
340	890	7.0
340	526	2.0
340	829	5.0
340	44	5.0
618	759	1.0
618	876	5.0
618	328	1.0
618	822	7.0
618	916	16.0
618	101	10.0
618	976	15.0
618	925	1.0
618	927	4.0
618	706	1.0
618	131	1.0
618	374	1.0
668	616	2.0
668	675	3.0
668	496	2.0
668	121	1.0
668	1000	2.0
668	669	5.0
668	237	5.0
668	964	6.0
668	975	3.0
668	873	4.0
668	863	7.0
668	986	5.0
668	235	3.0
839	229	2.0
839	467	15.0
839	870	1.0
839	992	2.0
839	832	3.0
839	989	7.0
839	555	3.0
839	187	17.0
839	954	9.0
839	767	26.0
839	428	7.0
839	946	1.0
839	923	2.0
839	142	4.0
839	633	19.0
839	917	2.0
839	323	2.0
839	782	29.0
839	844	2.0
839	802	3.0
728	885	3.0
728	939	7.0
728	959	17.0
728	966	1.0
728	660	7.0
728	918	7.0
728	992	1.0
728	681	7.0
728	794	2.0
728	100	5.0
728	729	1.0
728	495	7.0
728	375	2.0
728	451	3.0
728	238	7.0
764	308	8.0
764	982	2.0
764	721	7.0
764	1000	6.0
764	177	12.0
764	506	19.0
764	670	4.0
764	743	1.0
764	624	2.0
764	874	6.0
764	637	1.0
764	891	4.0
764	826	2.0
764	165	5.0
764	877	6.0
764	958	9.0
764	598	14.0
860	823	14.0
860	895	1.0
860	150	5.0
860	242	2.0
860	884	6.0
860	226	10.0
860	527	11.0
860	881	12.0
860	635	1.0
860	332	14.0
860	108	1.0
860	439	2.0
860	221	6.0
860	934	12.0
860	452	2.0
860	376	26.0
860	289	4.0
860	202	8.0
860	730	7.0
327	913	2.0
327	548	3.0
327	977	11.0
327	399	9.0
327	790	1.0
327	905	1.0
327	113	2.0
327	383	7.0
327	846	20.0
327	650	4.0
631	80	7.0
631	721	3.0
631	129	1.0
631	230	21.0
631	670	2.0
631	874	7.0
631	970	1.0
631	624	3.0
631	999	2.0
631	685	4.0
631	614	8.0
631	877	10.0
631	958	1.0
631	814	22.0
445	240	5.0
445	119	2.0
445	620	3.0
445	711	2.0
445	796	2.0
445	780	1.0
445	805	3.0
445	830	1.0
445	971	2.0
445	940	1.0
564	651	3.0
564	759	4.0
564	121	1.0
564	831	1.0
564	907	1.0
564	263	15.0
564	975	5.0
564	64	1.0
564	900	1.0
564	472	4.0
564	986	4.0
564	845	13.0
994	30	12.0
994	278	2.0
994	831	1.0
994	220	1.0
994	991	17.0
994	145	2.0
994	957	1.0
994	686	2.0
994	997	1.0
994	47	25.0
994	880	4.0
994	617	4.0
994	528	1.0
994	142	2.0
994	433	2.0
