1	30
2	30
3	21
4	25
5	15
6	23
7	28
8	28
9	30
10	19
11	20
12	1
13	28
14	8
15	25
16	7
17	24
18	26
19	29
20	20
21	26
22	3
23	3
24	24
25	22
26	2
27	26
28	25
29	10
30	9
31	11
32	28
33	11
34	29
35	15
36	30
37	18
38	25
39	3
40	28
41	6
42	13
43	30
44	6
45	2
46	22
47	21
48	32
49	13
50	4
51	4
52	12
53	6
54	3
55	16
56	25
57	5
58	18
59	7
60	23
61	16
62	22
63	4
64	17
65	9
66	22
67	22
68	0
69	26
70	9
71	21
72	4
73	8
74	32
75	18
76	4
77	17
78	19
79	13
80	26
81	10
82	5
83	27
84	15
85	27
86	32
87	27
88	24
89	13
90	7
91	12
92	14
93	28
94	7
95	3
96	27
97	19
98	5
99	20
100	3
101	31
102	21
103	32
104	8
105	16
106	23
107	2
108	32
109	12
110	1
111	8
112	13
113	18
114	18
115	9
116	16
117	14
118	10
119	13
120	16
121	2
122	8
123	10
124	6
125	23
126	14
127	2
128	14
129	16
130	15
131	30
132	23
133	9
134	11
135	12
136	10
137	26
138	25
139	2
140	12
141	10
142	22
143	0
144	15
145	7
146	22
147	14
148	2
149	18
150	9
151	4
152	28
153	22
154	5
155	21
156	27
157	10
158	4
159	5
160	9
161	23
162	6
163	14
164	30
165	2
166	13
167	0
168	31
169	24
170	5
171	8
172	18
173	26
174	11
175	19
176	31
177	15
178	18
179	16
180	14
181	13
182	3
183	6
184	25
185	1
186	13
187	10
188	4
189	24
190	16
191	10
192	5
193	24
194	16
195	11
196	22
197	11
198	21
199	6
200	5
201	28
202	20
203	6
204	11
205	30
206	26
207	24
208	23
209	29
210	32
211	27
212	19
213	9
214	3
215	22
216	23
217	20
218	6
219	22
220	19
221	0
222	24
223	14
224	6
225	1
226	14
227	20
228	2
229	17
230	1
231	12
232	25
233	15
234	10
235	27
236	26
237	20
238	9
239	31
240	12
241	11
242	31
243	4
244	2
245	3
246	23
247	5
248	11
249	12
250	29
251	10
252	17
253	21
254	27
255	11
256	23
257	6
258	15
259	4
260	4
261	14
262	6
263	12
264	26
265	2
266	18
267	27
268	31
269	9
270	26
271	28
272	31
273	6
274	3
275	27
276	32
277	2
278	22
279	17
280	29
281	30
282	16
283	9
284	26
285	2
286	2
287	6
288	10
289	16
290	3
291	29
292	11
293	12
294	18
295	16
296	9
297	27
298	0
299	22
300	32
301	32
302	7
303	9
304	5
305	15
306	16
307	18
308	19
309	31
310	25
311	29
312	31
313	12
314	7
315	11
316	3
317	30
318	19
319	26
320	13
321	26
322	27
323	19
324	15
325	8
326	12
327	22
328	22
329	11
330	2
331	8
332	0
333	7
334	29
335	25
336	8
337	32
338	10
339	23
340	20
341	32
342	20
343	11
344	7
345	8
346	12
347	28
348	24
349	0
350	17
351	4
352	27
353	28
354	8
355	3
356	13
357	22
358	30
359	31
360	27
361	12
362	28
363	6
364	21
365	24
366	20
367	7
368	22
369	5
370	25
371	9
372	3
373	17
374	17
375	14
376	14
377	15
378	31
379	28
380	11
381	7
382	10
383	19
384	3
385	17
386	20
387	20
388	7
389	32
390	19
391	9
392	5
393	22
394	19
395	20
396	19
397	8
398	0
399	15
400	12
401	8
402	2
403	4
404	18
405	10
406	28
407	18
408	14
409	32
410	32
411	10
412	15
413	23
414	25
415	12
416	25
417	3
418	11
419	18
420	27
421	16
422	17
423	9
424	22
425	0
426	11
427	17
428	13
429	11
430	6
431	3
432	7
433	20
434	5
435	20
436	4
437	12
438	10
439	32
440	32
441	4
442	11
443	11
444	10
445	3
446	17
447	28
448	21
449	19
450	28
451	20
452	31
453	6
454	4
455	14
456	7
457	15
458	17
459	21
460	23
461	9
462	8
463	18
464	32
465	14
466	18
467	12
468	16
469	5
470	25
471	9
472	11
473	9
474	21
475	7
476	29
477	20
478	12
479	18
480	31
481	30
482	22
483	14
484	21
485	8
486	15
487	20
488	27
489	7
490	9
491	15
492	1
493	22
494	30
495	22
496	32
497	15
498	1
499	28
500	20
501	29
502	0
503	26
504	18
505	15
506	30
507	26
508	17
509	11
510	8
511	6
512	7
513	0
514	4
515	27
516	23
517	27
